Sample_ID,Date,Latitude,Longitude,Density_Score,Sampling_Method,Ocean,Marine_Setting,Concentration_Class,Velocity_E,Velocity_N,Velocity_E_Norm,Velocity_N_Norm,Day_Sin,Day_Cos,Lunar_Phase,Sampling_Method_Day grab,Sampling_Method_Hand picking,Sampling_Method_Manta net,Sampling_Method_Neuston net,Marine_Setting_Beach-Nurdle Patrol,Marine_Setting_Ocean sediment,Marine_Setting_Ocean water,CMEMS_U,CMEMS_V,Node_Cluster_ID
21233,2022-05-04,29.2203,-94.9064,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21234,2022-05-04,29.2202,-94.9064,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21235,2022-05-04,29.2406,-94.8714,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,51
21236,2022-05-04,29.2234,-94.8993,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,107
21237,2022-05-04,29.2416,-94.8705,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,51
21238,2022-05-04,29.2217,-94.9043,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21239,2022-05-04,29.2217,-94.9044,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21240,2022-05-04,29.1216,-95.0679,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.079348124563694,-0.07507553324103355,84
21241,2022-05-04,29.2481,-94.8587,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,102
21242,2022-05-04,29.2216,-94.9045,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21243,2022-05-04,29.2217,-94.9046,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21244,2022-05-04,29.2217,-94.9043,5.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21245,2022-05-04,29.2204,-94.9063,4.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,150
21246,2022-05-04,29.1211,-95.069,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.079348124563694,-0.07507553324103355,84
21247,2022-04-30,29.3069,-94.7643,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.111092374,-0.10778919,-0.5109263,-0.57164115,0.8806828564301475,-0.47370635037968,0.1436615603083365,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03784295171499252,-0.062257759273052216,125
21248,2022-05-04,29.2838,-94.796,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,121
21249,2022-05-04,29.3077,-94.7633,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,125
21250,2022-05-04,29.3093,-94.7609,5.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,19
21251,2022-05-04,29.3106,-94.759,3.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,19
21252,2022-05-04,29.3124,-94.7563,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,142
21253,2022-05-04,29.2685,-94.8222,11.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21254,2022-05-04,29.2684,-94.8222,12.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21255,2022-05-04,29.2683,-94.8225,10.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21256,2022-05-04,29.2682,-94.8226,12.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21257,2022-05-04,29.2687,-94.8219,10.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21258,2022-05-04,29.2684,-94.8224,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21259,2022-05-04,29.2684,-94.8225,15.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21260,2022-05-04,29.2683,-94.8227,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21261,2022-05-04,29.2681,-94.8229,12.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21262,2022-05-04,29.2686,-94.8223,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21263,2022-05-02,29.2703,-94.8189,5.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,80
21264,2022-05-04,29.2915,-94.7852,3.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.1263466291129589,-0.05615405738353729,86
21265,2022-05-04,29.2849,-94.7941,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,94
21266,2022-04-29,29.2569,-94.8429,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.16631362,-0.0304563,-0.7617982,-0.1720777,0.8887010478292915,-0.45848712914008766,0.3493985053293877,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21267,2022-05-01,29.2569,-94.8429,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.17097259,-0.25689468,-0.78296405,-1.3420391,0.8724040568049612,-0.48878539428899265,-0.0685545200926146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21268,2022-05-01,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.17097259,-0.25689468,-0.78296405,-1.3420391,0.8724040568049612,-0.48878539428899265,-0.0685545200926146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21269,2022-05-01,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.17097259,-0.25689468,-0.78296405,-1.3420391,0.8724040568049612,-0.48878539428899265,-0.0685545200926146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21270,2022-05-02,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21271,2022-05-02,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21272,2022-05-02,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21273,2022-05-02,29.2569,-94.8429,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,143
21274,2022-05-04,29.2679,-94.8232,30.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21275,2022-05-03,29.2679,-94.8233,12.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.19025497,-0.10518847,-0.8705646,-0.55820376,0.8550745085896932,-0.518505144391157,-0.47427975251641186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21276,2022-05-04,29.2671,-94.8245,12.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21277,2022-05-04,29.2739,-94.8125,10.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,43
21278,2022-05-04,29.275,-94.811,6.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,43
21279,2022-05-04,29.3054,-94.7669,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,66
21280,2022-05-04,29.3054,-94.7667,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,66
21281,2022-05-04,29.2669,-94.8249,14.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21282,2022-05-04,29.2646,-94.8289,16.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,118
21283,2022-05-04,29.3022,-94.7711,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.03723258152604103,-0.05249183624982834,97
21284,2022-05-05,29.2939,-94.782,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,-0.2570941,-0.045876652,-1.1742169,-0.25175157,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,81
21285,2022-05-05,29.2939,-94.7818,10.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.2570941,-0.045876652,-1.1742169,-0.25175157,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,81
21286,2022-05-05,29.294,-94.7817,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.2570941,-0.045876652,-1.1742169,-0.25175157,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,81
21287,2022-05-05,29.2943,-94.7816,14.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.2570941,-0.045876652,-1.1742169,-0.25175157,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,81
21288,2022-05-05,29.2942,-94.7814,5.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.2570941,-0.045876652,-1.1742169,-0.25175157,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,81
21289,2022-05-02,29.3127,-94.7555,9.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.120360106,-0.025954993,-0.5530299,-0.14882037,0.8638670987837349,-0.503719798736334,-0.2776787921098139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.05310220643877983,-0.07019257172942162,142
21290,2022-05-05,29.3137,-94.754,6.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.25701302,-0.010405667,-1.1738486,-0.068480134,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,149
21291,2022-05-05,29.3141,-94.7533,11.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.25701302,-0.010405667,-1.1738486,-0.068480134,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,139
21292,2022-05-05,29.3144,-94.7527,8.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.25701302,-0.010405667,-1.1738486,-0.068480134,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,139
21293,2022-05-05,29.3148,-94.7521,9.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.25701302,-0.010405667,-1.1738486,-0.068480134,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,139
21295,2022-05-05,29.2681,-94.8229,5.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.31571808,-0.2557909,-1.4405476,-1.3363361,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21296,2022-05-05,29.3295,-94.7296,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.30795503,-0.09940655,-1.4052798,-0.52832973,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,122
21297,2022-05-05,29.3314,-94.729,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.30795503,-0.09940655,-1.4052798,-0.52832973,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,122
21298,2022-05-05,29.3281,-94.7381,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.28424722,-0.07643176,-1.2975744,-0.40962365,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,113
21299,2022-05-05,29.3312,-94.727,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.30795503,-0.09940655,-1.4052798,-0.52832973,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.04516739398241043,-0.07812738418579102,122
21300,2022-05-05,29.2713,-94.8173,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,-0.31571808,-0.2557909,-1.4405476,-1.3363361,0.8367329140344921,-0.5476112038402312,-0.7954096201243563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,65
21303,2022-05-04,29.268,-94.8228,2.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,-0.26412287,-0.23249717,-1.2061489,-1.2159822,0.8460288880917339,-0.533137056031809,-0.6494906993528943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,109
21316,2022-05-10,29.2739,-94.8124,22.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,0.2141824,0.19455278,0.9668077,0.9904989,0.7865965660866021,-0.6174672802835514,-0.916029073083645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,43
21347,2022-05-13,29.1285,-95.0583,4.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08850367739796638,0.04150517284870148,37
21351,2022-05-13,29.2311,-94.8889,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,63
21352,2022-05-13,29.2358,-94.8812,4.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,88
21353,2022-05-13,29.2324,-94.8868,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,63
21354,2022-05-13,29.2309,-94.8889,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,63
21355,2022-05-13,29.1813,-94.9725,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09582811966538429,0.04211554303765297,136
21356,2022-05-13,29.2324,-94.8868,3.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Medium,0.25685963,-0.086407535,1.1606917,-0.46116647,0.753697664392914,-0.6572212950663319,-0.496671756918814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,63
21377,2022-04-29,29.5328,-95.0094,70.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,High,-0.16631362,-0.0304563,-0.7617982,-0.1720777,0.8887010478292915,-0.45848712914008766,0.3493985053293877,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,16
21388,2022-03-08,27.3467,-97.3269,1.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Low,0.13167933,-0.3208401,0.5919935,-1.6724322,0.9138076496466615,0.4061472386305789,-0.9109037335683473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.17212439328432083,-0.32898953184485435,23
21392,2022-03-08,27.4154,-97.3011,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,0.14776261,-0.22415274,0.66506046,-1.1728681,0.9138076496466615,0.4061472386305789,-0.9109037335683473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,23
21396,2022-03-08,27.2766,-97.348,0.0,Hand picking,Atlantic Ocean,Beach-Nurdle Patrol,Very Low,0.13167933,-0.3208401,0.5919935,-1.6724322,0.9138076496466615,0.4061472386305789,-0.9109037335683473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.10376293212175369,-0.2929776906967163,23
